KT,YT,TAZE HAVA ORANI,,T1 ENTHALPY,TAZE HAVA,DÖNÜ? HAVASI,DÖNÜ? HAVASI ENTHALPY,KT,YT,Tmix Enthalpy,,,ÜFLEME ENTHALPY 15 C,TOPLU HAVA DEB?S?,Enthalpy Fark?,13,14,15,16,17,18,19,20,21,22,23,24
34,22,100,342210027,,10000,0,55.69,27,50%,64.19,,,44.78,,4.64,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
34,21,0,3421027,60.55,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
34,21,5,3421527,,500,9500,55.69,27,,55.93,,,44.78,,2.66,,,,,,,,,,,,
34,21,10,34211027,,1000,9000,55.69,27,50%,56.17,,,44.78,,2.72,,,,,,,,,,,,
34,21,15,34211527,,1500,8500,55.69,27,,56.41,,,44.78,,2.78,,,,,,,,,,,,
34,21,20,34212027,,2000,8000,55.69,27,50%,56.65,,,44.78,,2.84,,,,,,,,,,,,
34,21,25,34212527,,2500,7500,55.69,27,,56.89,,,44.78,,2.89,,,,,,,,,,,,
34,21,30,34213027,,3000,7000,55.69,27,50%,57.13,,,44.78,,2.95,,,,,,,,,,,,
34,21,35,34213527,,3500,6500,55.69,27,,57.37,,,44.78,,3.01,,,,,,,,,,,,
34,21,40,34214027,,4000,6000,55.69,27,50%,57.61,,,44.78,,3.06,,,,,,,,,,,,
34,21,45,34214527,,4500,5500,55.69,27,,57.85,,,44.78,,3.12,,,,,,,,,,,,
34,21,50,34215027,,5000,5000,55.69,27,50%,58.09,,,44.78,,3.18,,,,,,,,,,,,
34,21,55,34215527,,5500,4500,55.69,27,,58.34,,,44.78,,3.24,,,,,,,,,,,,
34,21,60,34216027,,6000,4000,55.69,27,50%,58.58,,,44.78,,3.30,,,,,,,,,,,,
34,21,65,34216527,,6500,3500,55.69,27,,58.83,,,44.78,,3.35,,,,,,,,,,,,
34,21,70,34217027,,7000,3000,55.69,27,50%,59.07,,,44.78,,3.41,,,,,,,,,,,,
34,21,75,34217527,,7500,2500,55.69,27,,59.32,,,44.78,,3.47,,,,,,,,,,,,
34,21,80,34218027,,8000,2000,55.69,27,50%,59.56,,,44.78,,3.53,,,,,,,,,,,,
34,21,85,34218527,,8500,1500,55.69,27,,59.81,,,44.78,,3.59,,,,,,,,,,,,
34,21,90,34219027,,9000,1000,55.69,27,50%,60.05,,,44.78,,3.65,,,,,,,,,,,,
34,21,95,34219527,,9500,500,55.69,27,,60.30,,,44.78,,3.71,,,,,,,,,,,,
34,21,100,342110027,,10000,0,55.69,27,50%,60.55,,,44.78,,3.77,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
34,20,0,3420027,57.06,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
34,20,5,3420527,,500,9500,55.69,27,,55.76,,,44.78,,2.62,,,,,,,,,,,,
34,20,10,34201027,,1000,9000,55.69,27,50%,55.83,,,44.78,,2.64,,,,,,,,,,,,
34,20,15,34201527,,1500,8500,55.69,27,,55.90,,,44.78,,2.65,,,,,,,,,,,,
34,20,20,34202027,,2000,8000,55.69,27,50%,55.96,,,44.78,,2.67,,,,,,,,,,,,
34,20,25,34202527,,2500,7500,55.69,27,,56.03,,,44.78,,2.69,,,,,,,,,,,,
34,20,30,34203027,,3000,7000,55.69,27,50%,56.10,,,44.78,,2.70,,,,,,,,,,,,
34,20,35,34203527,,3500,6500,55.69,27,,56.17,,,44.78,,2.72,,,,,,,,,,,,
34,20,40,34204027,,4000,6000,55.69,27,50%,56.23,,,44.78,,2.73,,,,,,,,,,,,
34,20,45,34204527,,4500,5500,55.69,27,,56.30,,,44.78,,2.75,,,,,,,,,,,,
34,20,50,34205027,,5000,5000,55.69,27,50%,56.37,,,44.78,,2.77,,,,,,,,,,,,
34,20,55,34205527,,5500,4500,55.69,27,,56.44,,,44.78,,2.78,,,,,,,,,,,,
34,20,60,34206027,,6000,4000,55.69,27,50%,56.51,,,44.78,,2.80,,,,,,,,,,,,
34,20,65,34206527,,6500,3500,55.69,27,,56.58,,,44.78,,2.82,,,,,,,,,,,,
34,20,70,34207027,,7000,3000,55.69,27,50%,56.64,,,44.78,,2.83,,,,,,,,,,,,
34,20,75,34207527,,7500,2500,55.69,27,,56.71,,,44.78,,2.85,,,,,,,,,,,,
34,20,80,34208027,,8000,2000,55.69,27,50%,56.78,,,44.78,,2.87,,,,,,,,,,,,
34,20,85,34208527,,8500,1500,55.69,27,,56.85,,,44.78,,2.88,,,,,,,,,,,,
34,20,90,34209027,,9000,1000,55.69,27,50%,56.92,,,44.78,,2.90,,,,,,,,,,,,
34,20,95,34209527,,9500,500,55.69,27,,56.99,,,44.78,,2.92,,,,,,,,,,,,
34,20,100,342010027,,10000,0,55.69,27,50%,57.06,,,44.78,,2.93,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,26,0,3326027,80.46,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,26,5,3326527,,500,9500,55.69,27,,56.90,,,44.78,,2.89,,,,,,,,,,,,
33,26,10,33261027,,1000,9000,55.69,27,50%,58.10,,,44.78,,3.18,,,,,,,,,,,,
33,26,15,33261527,,1500,8500,55.69,27,,59.32,,,44.78,,3.47,,,,,,,,,,,,
33,26,20,33262027,,2000,8000,55.69,27,50%,60.53,,,44.78,,3.76,,,,,,,,,,,,
33,26,25,33262527,,2500,7500,55.69,27,,61.75,,,44.78,,4.05,,,,,,,,,,,,
33,26,30,33263027,,3000,7000,55.69,27,50%,62.96,,,44.78,,4.34,,,,,,,,,,,,
33,26,35,33263527,,3500,6500,55.69,27,,64.19,,,44.78,,4.64,,,,,,,,,,,,
33,26,40,33264027,,4000,6000,55.69,27,50%,65.42,,,44.78,,4.93,,,,,,,,,,,,
33,26,45,33264527,,4500,5500,55.69,27,,66.65,,,44.78,,5.22,,,,,,,,,,,,
33,26,50,33265027,,5000,5000,55.69,27,50%,67.88,,,44.78,,5.52,,,,,,,,,,,,
33,26,55,33265527,,5500,4500,55.69,27,,69.13,,,44.78,,5.81,,,,,,,,,,,,
33,26,60,33266027,,6000,4000,55.69,27,50%,70.37,,,44.78,,6.11,,,,,,,,,,,,
33,26,65,33266527,,6500,3500,55.69,27,,71.62,,,44.78,,6.41,,,,,,,,,,,,
33,26,70,33267027,,7000,3000,55.69,27,50%,72.87,,,44.78,,6.71,,,,,,,,,,,,
33,26,75,33267527,,7500,2500,55.69,27,,74.13,,,44.78,,7.01,,,,,,,,,,,,
33,26,80,33268027,,8000,2000,55.69,27,50%,75.38,,,44.78,,7.31,,,,,,,,,,,,
33,26,85,33268527,,8500,1500,55.69,27,,76.65,,,44.78,,7.61,,,,,,,,,,,,
33,26,90,33269027,,9000,1000,55.69,27,50%,77.91,,,44.78,,7.91,,,,,,,,,,,,
33,26,95,33269527,,9500,500,55.69,27,,79.19,,,44.78,,8.22,,,,,,,,,,,,
33,26,100,332610027,,10000,0,55.69,27,50%,80.46,,,44.78,,8.52,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,25,0,3325027,76.13,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,25,5,3325527,,500,9500,55.69,27,,56.69,,,44.78,,2.84,,,,,,,,,,,,
33,25,10,33251027,,1000,9000,55.69,27,50%,57.69,,,44.78,,3.08,,,,,,,,,,,,
33,25,15,33251527,,1500,8500,55.69,27,,58.69,,,44.78,,3.32,,,,,,,,,,,,
33,25,20,33252027,,2000,8000,55.69,27,50%,59.69,,,44.78,,3.56,,,,,,,,,,,,
33,25,25,33252527,,2500,7500,55.69,27,,60.70,,,44.78,,3.80,,,,,,,,,,,,
33,25,30,33253027,,3000,7000,55.69,27,50%,61.70,,,44.78,,4.04,,,,,,,,,,,,
33,25,35,33253527,,3500,6500,55.69,27,,62.72,,,44.78,,4.28,,,,,,,,,,,,
33,25,40,33254027,,4000,6000,55.69,27,50%,63.73,,,44.78,,4.53,,,,,,,,,,,,
33,25,45,33254527,,4500,5500,55.69,27,,64.75,,,44.78,,4.77,,,,,,,,,,,,
33,25,50,33255027,,5000,5000,55.69,27,50%,65.77,,,44.78,,5.01,,,,,,,,,,,,
33,25,55,33255527,,5500,4500,55.69,27,,66.80,,,44.78,,5.26,,,,,,,,,,,,
33,25,60,33256027,,6000,4000,55.69,27,50%,67.82,,,44.78,,5.50,,,,,,,,,,,,
33,25,65,33256527,,6500,3500,55.69,27,,68.85,,,44.78,,5.75,,,,,,,,,,,,
33,25,70,33257027,,7000,3000,55.69,27,50%,69.88,,,44.78,,5.99,,,,,,,,,,,,
33,25,75,33257527,,7500,2500,55.69,27,,70.92,,,44.78,,6.24,,,,,,,,,,,,
33,25,80,33258027,,8000,2000,55.69,27,50%,71.95,,,44.78,,6.49,,,,,,,,,,,,
33,25,85,33258527,,8500,1500,55.69,27,,73.00,,,44.78,,6.74,,,,,,,,,,,,
33,25,90,33259027,,9000,1000,55.69,27,50%,74.04,,,44.78,,6.99,,,,,,,,,,,,
33,25,95,33259527,,9500,500,55.69,27,,75.09,,,44.78,,7.24,,,,,,,,,,,,
33,25,100,332510027,,10000,0,55.69,27,50%,76.13,,,44.78,,7.49,,,,,,,,,,,,
,,,27,,,,,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,24,0,3324027,71.99,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,24,5,3324527,,500,9500,55.69,27,,56.49,,,44.78,,2.80,,,,,,,,,,,,
33,24,10,33241027,,1000,9000,55.69,27,50%,57.29,,,44.78,,2.99,,,,,,,,,,,,
33,24,15,33241527,,1500,8500,55.69,27,,58.09,,,44.78,,3.18,,,,,,,,,,,,
33,24,20,33242027,,2000,8000,55.69,27,50%,58.89,,,44.78,,3.37,,,,,,,,,,,,
33,24,25,33242527,,2500,7500,55.69,27,,59.69,,,44.78,,3.56,,,,,,,,,,,,
33,24,30,33243027,,3000,7000,55.69,27,50%,60.49,,,44.78,,3.75,,,,,,,,,,,,
33,24,35,33243527,,3500,6500,55.69,27,,61.30,,,44.78,,3.95,,,,,,,,,,,,
33,24,40,33244027,,4000,6000,55.69,27,50%,62.11,,,44.78,,4.14,,,,,,,,,,,,
33,24,45,33244527,,4500,5500,55.69,27,,62.93,,,44.78,,4.33,,,,,,,,,,,,
33,24,50,33245027,,5000,5000,55.69,27,50%,63.74,,,44.78,,4.53,,,,,,,,,,,,
33,24,55,33245527,,5500,4500,55.69,27,,64.56,,,44.78,,4.72,,,,,,,,,,,,
33,24,60,33246027,,6000,4000,55.69,27,50%,65.37,,,44.78,,4.92,,,,,,,,,,,,
33,24,65,33246527,,6500,3500,55.69,27,,66.19,,,44.78,,5.11,,,,,,,,,,,,
33,24,70,33247027,,7000,3000,55.69,27,50%,67.01,,,44.78,,5.31,,,,,,,,,,,,
33,24,75,33247527,,7500,2500,55.69,27,,67.84,,,44.78,,5.51,,,,,,,,,,,,
33,24,80,33248027,,8000,2000,55.69,27,50%,68.66,,,44.78,,5.70,,,,,,,,,,,,
33,24,85,33248527,,8500,1500,55.69,27,,69.49,,,44.78,,5.90,,,,,,,,,,,,
33,24,90,33249027,,9000,1000,55.69,27,50%,70.32,,,44.78,,6.10,,,,,,,,,,,,
33,24,95,33249527,,9500,500,55.69,27,,71.16,,,44.78,,6.30,,,,,,,,,,,,
33,24,100,332410027,,10000,0,55.69,27,50%,71.99,,,44.78,,6.50,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,23,0,3323027,68.02,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,23,5,3323527,,500,9500,55.69,27,,56.30,,,44.78,,2.75,,,,,,,,,,,,
33,23,10,33231027,,1000,9000,55.69,27,50%,56.90,,,44.78,,2.89,,,,,,,,,,,,
33,23,15,33231527,,1500,8500,55.69,27,,57.51,,,44.78,,3.04,,,,,,,,,,,,
33,23,20,33232027,,2000,8000,55.69,27,50%,58.11,,,44.78,,3.18,,,,,,,,,,,,
33,23,25,33232527,,2500,7500,55.69,27,,58.72,,,44.78,,3.33,,,,,,,,,,,,
33,23,30,33233027,,3000,7000,55.69,27,50%,59.33,,,44.78,,3.48,,,,,,,,,,,,
33,23,35,33233527,,3500,6500,55.69,27,,59.95,,,44.78,,3.62,,,,,,,,,,,,
33,23,40,33234027,,4000,6000,55.69,27,50%,60.56,,,44.78,,3.77,,,,,,,,,,,,
33,23,45,33234527,,4500,5500,55.69,27,,61.18,,,44.78,,3.92,,,,,,,,,,,,
33,23,50,33235027,,5000,5000,55.69,27,50%,61.79,,,44.78,,4.06,,,,,,,,,,,,
33,23,55,33235527,,5500,4500,55.69,27,,62.41,,,44.78,,4.21,,,,,,,,,,,,
33,23,60,33236027,,6000,4000,55.69,27,50%,63.02,,,44.78,,4.36,,,,,,,,,,,,
33,23,65,33236527,,6500,3500,55.69,27,,63.64,,,44.78,,4.50,,,,,,,,,,,,
33,23,70,33237027,,7000,3000,55.69,27,50%,64.26,,,44.78,,4.65,,,,,,,,,,,,
33,23,75,33237527,,7500,2500,55.69,27,,64.89,,,44.78,,4.80,,,,,,,,,,,,
33,23,80,33238027,,8000,2000,55.69,27,50%,65.51,,,44.78,,4.95,,,,,,,,,,,,
33,23,85,33238527,,8500,1500,55.69,27,,66.14,,,44.78,,5.10,,,,,,,,,,,,
33,23,90,33239027,,9000,1000,55.69,27,50%,66.76,,,44.78,,5.25,,,,,,,,,,,,
33,23,95,33239527,,9500,500,55.69,27,,67.39,,,44.78,,5.40,,,,,,,,,,,,
33,23,100,332310027,,10000,0,55.69,27,50%,68.02,,,44.78,,5.55,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,22,0,3322027,64.22,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,22,5,3322527,,500,9500,55.69,27,,56.11,,,44.78,,2.71,,,,,,,,,,,,
33,22,10,33221027,,1000,9000,55.69,27,50%,56.53,,,44.78,,2.81,,,,,,,,,,,,
33,22,15,33221527,,1500,8500,55.69,27,,56.95,,,44.78,,2.91,,,,,,,,,,,,
33,22,20,33222027,,2000,8000,55.69,27,50%,57.37,,,44.78,,3.01,,,,,,,,,,,,
33,22,25,33222527,,2500,7500,55.69,27,,57.80,,,44.78,,3.11,,,,,,,,,,,,
33,22,30,33223027,,3000,7000,55.69,27,50%,58.22,,,44.78,,3.21,,,,,,,,,,,,
33,22,35,33223527,,3500,6500,55.69,27,,58.64,,,44.78,,3.31,,,,,,,,,,,,
33,22,40,33224027,,4000,6000,55.69,27,50%,59.06,,,44.78,,3.41,,,,,,,,,,,,
33,22,45,33224527,,4500,5500,55.69,27,,59.49,,,44.78,,3.51,,,,,,,,,,,,
33,22,50,33225027,,5000,5000,55.69,27,50%,59.91,,,44.78,,3.61,,,,,,,,,,,,
33,22,55,33225527,,5500,4500,55.69,27,,60.34,,,44.78,,3.72,,,,,,,,,,,,
33,22,60,33226027,,6000,4000,55.69,27,50%,60.77,,,44.78,,3.82,,,,,,,,,,,,
33,22,65,33226527,,6500,3500,55.69,27,,61.20,,,44.78,,3.92,,,,,,,,,,,,
33,22,70,33227027,,7000,3000,55.69,27,50%,61.63,,,44.78,,4.02,,,,,,,,,,,,
33,22,75,33227527,,7500,2500,55.69,27,,62.06,,,44.78,,4.13,,,,,,,,,,,,
33,22,80,33228027,,8000,2000,55.69,27,50%,62.49,,,44.78,,4.23,,,,,,,,,,,,
33,22,85,33228527,,8500,1500,55.69,27,,62.42,,,44.78,,4.21,,,,,,,,,,,,
33,22,90,33229027,,9000,1000,55.69,27,50%,62.35,,,44.78,,4.20,,,,,,,,,,,,
33,22,95,33229527,,9500,500,55.69,27,,63.29,,,44.78,,4.42,,,,,,,,,,,,
33,22,100,332210027,,10000,0,55.69,27,50%,64.22,,,44.78,,4.64,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,21,0,3321027,60.58,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,21,5,3321527,,500,9500,55.69,27,,55.94,,,44.78,,2.66,,,,,,,,,,,,
33,21,10,33211027,,1000,9000,55.69,27,50%,56.18,,,44.78,,2.72,,,,,,,,,,,,
33,21,15,33211527,,1500,8500,55.69,27,,56.42,,,44.78,,2.78,,,,,,,,,,,,
33,21,20,33212027,,2000,8000,55.69,27,50%,56.66,,,44.78,,2.84,,,,,,,,,,,,
33,21,25,33212527,,2500,7500,55.69,27,,56.90,,,44.78,,2.89,,,,,,,,,,,,
33,21,30,33213027,,3000,7000,55.69,27,50%,57.14,,,44.78,,2.95,,,,,,,,,,,,
33,21,35,33213527,,3500,6500,55.69,27,,57.39,,,44.78,,3.01,,,,,,,,,,,,
33,21,40,33214027,,4000,6000,55.69,27,50%,57.63,,,44.78,,3.07,,,,,,,,,,,,
33,21,45,33214527,,4500,5500,55.69,27,,57.88,,,44.78,,3.13,,,,,,,,,,,,
33,21,50,33215027,,5000,5000,55.69,27,50%,58.12,,,44.78,,3.19,,,,,,,,,,,,
33,21,55,33215527,,5500,4500,55.69,27,,58.36,,,44.78,,3.24,,,,,,,,,,,,
33,21,60,33216027,,6000,4000,55.69,27,50%,58.60,,,44.78,,3.30,,,,,,,,,,,,
33,21,65,33216527,,6500,3500,55.69,27,,58.85,,,44.78,,3.36,,,,,,,,,,,,
33,21,70,33217027,,7000,3000,55.69,27,50%,59.10,,,44.78,,3.42,,,,,,,,,,,,
33,21,75,33217527,,7500,2500,55.69,27,,59.35,,,44.78,,3.48,,,,,,,,,,,,
33,21,80,33218027,,8000,2000,55.69,27,50%,59.59,,,44.78,,3.54,,,,,,,,,,,,
33,21,85,33218527,,8500,1500,55.69,27,,59.84,,,44.78,,3.60,,,,,,,,,,,,
33,21,90,33219027,,9000,1000,55.69,27,50%,60.09,,,44.78,,3.66,,,,,,,,,,,,
33,21,95,33219527,,9500,500,55.69,27,,60.34,,,44.78,,3.72,,,,,,,,,,,,
33,21,100,332110027,,10000,0,55.69,27,50%,60.58,,,44.78,,3.77,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
33,20,0,3320027,57.09,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
33,20,5,3320527,,500,9500,55.69,27,,55.76,,,44.78,,2.62,,,,,,,,,,,,
33,20,10,33201027,,1000,9000,55.69,27,50%,55.83,,,44.78,,2.64,,,,,,,,,,,,
33,20,15,33201527,,1500,8500,55.69,27,,55.90,,,44.78,,2.66,,,,,,,,,,,,
33,20,20,33202027,,2000,8000,55.69,27,50%,55.97,,,44.78,,2.67,,,,,,,,,,,,
33,20,25,33202527,,2500,7500,55.69,27,,56.04,,,44.78,,2.69,,,,,,,,,,,,
33,20,30,33203027,,3000,7000,55.69,27,50%,56.11,,,44.78,,2.71,,,,,,,,,,,,
33,20,35,33203527,,3500,6500,55.69,27,,56.18,,,44.78,,2.72,,,,,,,,,,,,
33,20,40,33204027,,4000,6000,55.69,27,50%,56.25,,,44.78,,2.74,,,,,,,,,,,,
33,20,45,33204527,,4500,5500,55.69,27,,56.32,,,44.78,,2.76,,,,,,,,,,,,
33,20,50,33205027,,5000,5000,55.69,27,50%,56.39,,,44.78,,2.77,,,,,,,,,,,,
33,20,55,33205527,,5500,4500,55.69,27,,56.46,,,44.78,,2.79,,,,,,,,,,,,
33,20,60,33206027,,6000,4000,55.69,27,50%,56.53,,,44.78,,2.81,,,,,,,,,,,,
33,20,65,33206527,,6500,3500,55.69,27,,56.60,,,44.78,,2.82,,,,,,,,,,,,
33,20,70,33207027,,7000,3000,55.69,27,50%,56.67,,,44.78,,2.84,,,,,,,,,,,,
33,20,75,33207527,,7500,2500,55.69,27,,56.74,,,44.78,,2.86,,,,,,,,,,,,
33,20,80,33208027,,8000,2000,55.69,27,50%,56.81,,,44.78,,2.87,,,,,,,,,,,,
33,20,85,33208527,,8500,1500,55.69,27,,56.88,,,44.78,,2.89,,,,,,,,,,,,
33,20,90,33209027,,9000,1000,55.69,27,50%,56.95,,,44.78,,2.91,,,,,,,,,,,,
33,20,95,33209527,,9500,500,55.69,27,,57.02,,,44.78,,2.92,,,,,,,,,,,,
33,20,100,332010027,,10000,0,55.69,27,50%,57.09,,,44.78,,2.94,,,,,,,,,,,,
,,,27,,,,,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
32,26,0,3226027,80.51,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
32,26,5,3226527,,500,9500,55.69,27,,56.90,,,44.78,,2.89,,,,,,,,,,,,
32,26,10,32261027,,1000,9000,55.69,27,50%,58.11,,,44.78,,3.18,,,,,,,,,,,,
32,26,15,32261527,,1500,8500,55.69,27,,59.33,,,44.78,,3.47,,,,,,,,,,,,
32,26,20,32262027,,2000,8000,55.69,27,50%,60.54,,,44.78,,3.76,,,,,,,,,,,,
32,26,25,32262527,,2500,7500,55.69,27,,61.77,,,44.78,,4.06,,,,,,,,,,,,
32,26,30,32263027,,3000,7000,55.69,27,50%,62.99,,,44.78,,4.35,,,,,,,,,,,,
32,26,35,32263527,,3500,6500,55.69,27,,64.22,,,44.78,,4.64,,,,,,,,,,,,
32,26,40,32264027,,4000,6000,55.69,27,50%,65.45,,,44.78,,4.94,,,,,,,,,,,,
32,26,45,32264527,,4500,5500,55.69,27,,66.69,,,44.78,,5.23,,,,,,,,,,,,
32,26,50,32265027,,5000,5000,55.69,27,50%,67.92,,,44.78,,5.53,,,,,,,,,,,,
32,26,55,32265527,,5500,4500,55.69,27,,69.17,,,44.78,,5.82,,,,,,,,,,,,
32,26,60,32266027,,6000,4000,55.69,27,50%,70.41,,,44.78,,6.12,,,,,,,,,,,,
32,26,65,32266527,,6500,3500,55.69,27,,71.66,,,44.78,,6.42,,,,,,,,,,,,
32,26,70,32267027,,7000,3000,55.69,27,50%,72.91,,,44.78,,6.72,,,,,,,,,,,,
32,26,75,32267527,,7500,2500,55.69,27,,74.17,,,44.78,,7.02,,,,,,,,,,,,
32,26,80,32268027,,8000,2000,55.69,27,50%,75.43,,,44.78,,7.32,,,,,,,,,,,,
32,26,85,32268527,,8500,1500,55.69,27,,76.70,,,44.78,,7.62,,,,,,,,,,,,
32,26,90,32269027,,9000,1000,55.69,27,50%,77.96,,,44.78,,7.92,,,,,,,,,,,,
32,26,95,32269527,,9500,500,55.69,27,,79.24,,,44.78,,8.23,,,,,,,,,,,,
32,26,100,322610027,,10000,0,55.69,27,50%,80.51,,,44.78,,8.53,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
32,25,0,3225027,76.18,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
32,25,5,3225527,,500,9500,55.69,27,,56.70,,,44.78,,2.85,,,,,,,,,,,,
32,25,10,32251027,,1000,9000,55.69,27,50%,57.70,,,44.78,,3.09,,,,,,,,,,,,
32,25,15,32251527,,1500,8500,55.69,27,,58.71,,,44.78,,3.33,,,,,,,,,,,,
32,25,20,32252027,,2000,8000,55.69,27,50%,59.71,,,44.78,,3.57,,,,,,,,,,,,
32,25,25,32252527,,2500,7500,55.69,27,,60.72,,,44.78,,3.81,,,,,,,,,,,,
32,25,30,32253027,,3000,7000,55.69,27,50%,61.73,,,44.78,,4.05,,,,,,,,,,,,
32,25,35,32253527,,3500,6500,55.69,27,,62.75,,,44.78,,4.29,,,,,,,,,,,,
32,25,40,32254027,,4000,6000,55.69,27,50%,63.76,,,44.78,,4.53,,,,,,,,,,,,
32,25,45,32254527,,4500,5500,55.69,27,,64.78,,,44.78,,4.78,,,,,,,,,,,,
32,25,50,32255027,,5000,5000,55.69,27,50%,65.80,,,44.78,,5.02,,,,,,,,,,,,
32,25,55,32255527,,5500,4500,55.69,27,,66.83,,,44.78,,5.27,,,,,,,,,,,,
32,25,60,32256027,,6000,4000,55.69,27,50%,67.86,,,44.78,,5.51,,,,,,,,,,,,
32,25,65,32256527,,6500,3500,55.69,27,,68.89,,,44.78,,5.76,,,,,,,,,,,,
32,25,70,32257027,,7000,3000,55.69,27,50%,69.92,,,44.78,,6.00,,,,,,,,,,,,
32,25,75,32257527,,7500,2500,55.69,27,,70.96,,,44.78,,6.25,,,,,,,,,,,,
32,25,80,32258027,,8000,2000,55.69,27,50%,72.00,,,44.78,,6.50,,,,,,,,,,,,
32,25,85,32258527,,8500,1500,55.69,27,,73.04,,,44.78,,6.75,,,,,,,,,,,,
32,25,90,32259027,,9000,1000,55.69,27,50%,74.08,,,44.78,,7.00,,,,,,,,,,,,
32,25,95,32259527,,9500,500,55.69,27,,75.13,,,44.78,,7.25,,,,,,,,,,,,
32,25,100,322510027,,10000,0,55.69,27,50%,76.18,,,44.78,,7.50,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
32,24,0,3224027,72.03,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
32,24,5,3224527,,500,9500,55.69,27,,56.49,,,44.78,,2.80,,,,,,,,,,,,
32,24,10,32241027,,1000,9000,55.69,27,50%,57.29,,,44.78,,2.99,,,,,,,,,,,,
32,24,15,32241527,,1500,8500,55.69,27,,58.10,,,44.78,,3.18,,,,,,,,,,,,
32,24,20,32242027,,2000,8000,55.69,27,50%,58.90,,,44.78,,3.37,,,,,,,,,,,,
32,24,25,32242527,,2500,7500,55.69,27,,59.71,,,44.78,,3.57,,,,,,,,,,,,
32,24,30,32243027,,3000,7000,55.69,27,50%,60.52,,,44.78,,3.76,,,,,,,,,,,,
32,24,35,32243527,,3500,6500,55.69,27,,61.33,,,44.78,,3.95,,,,,,,,,,,,
32,24,40,32244027,,4000,6000,55.69,27,50%,62.14,,,44.78,,4.15,,,,,,,,,,,,
32,24,45,32244527,,4500,5500,55.69,27,,62.96,,,44.78,,4.34,,,,,,,,,,,,
32,24,50,32245027,,5000,5000,55.69,27,50%,63.77,,,44.78,,4.54,,,,,,,,,,,,
32,24,55,32245527,,5500,4500,55.69,27,,64.59,,,44.78,,4.73,,,,,,,,,,,,
32,24,60,32246027,,6000,4000,55.69,27,50%,65.41,,,44.78,,4.93,,,,,,,,,,,,
32,24,65,32246527,,6500,3500,55.69,27,,66.23,,,44.78,,5.12,,,,,,,,,,,,
32,24,70,32247027,,7000,3000,55.69,27,50%,67.05,,,44.78,,5.32,,,,,,,,,,,,
32,24,75,32247527,,7500,2500,55.69,27,,67.88,,,44.78,,5.52,,,,,,,,,,,,
32,24,80,32248027,,8000,2000,55.69,27,50%,68.70,,,44.78,,5.71,,,,,,,,,,,,
32,24,85,32248527,,8500,1500,55.69,27,,69.53,,,44.78,,5.91,,,,,,,,,,,,
32,24,90,32249027,,9000,1000,55.69,27,50%,70.36,,,44.78,,6.11,,,,,,,,,,,,
32,24,95,32249527,,9500,500,55.69,27,,71.20,,,44.78,,6.31,,,,,,,,,,,,
32,24,100,322410027,,10000,0,55.69,27,50%,72.03,,,44.78,,6.51,,,,,,,,,,,,
,,,27,,,,55.69,27,,0.00,,,44.78,,-10.70,,,,,,,,,,,,
32,23,0,3223027,68.06,0,10000,55.69,27,50%,55.69,,,44.78,,2.61,,,,,,,,,,,,
32,23,5,3223527,,500,9500,55.69,27,,56.30,,,44.78,,2.75,,,,,,,,,,,,
